,cep,up_lat,up_long
700,02720000,-23.4800057,-46.6730286
701,02731000,-23.498491,-46.6942421
702,02726000,-23.4987943,-46.6887266
703,02757000,-23.3100392,-51.1808858
704,02714000,-22.4816662,-48.5734142
705,02735000,-22.8447945,-43.3668578
706,02763000,-23.4791756,-46.6756564
707,02736000,-23.4899775,-46.6912937
708,02734000,-23.4870637,-46.6928395
709,02762000,-23.4828441,-46.6744672
710,02727000,-3.8340587,-38.4990582
711,02733000,-23.4993262,-46.6958184
712,02732000,-23.4984597,-46.6969952
713,02759000,-23.4822795,-46.6807379
714,02725000,-23.499818,-46.6839391
715,02738000,-19.8969498,-44.0025554
716,02729000,-23.5022337,-46.6893197
717,02715000,-23.5050404,-46.6922629
718,02754000,-23.4886678,-46.6799803
719,02737000,-23.4862092,-46.6884008
720,02753000,-31.7792817,-52.3307995
721,02756000,-22.8448819,-43.357155
722,02716000,-23.4825977,-46.6768559
723,02717000,-23.4825977,-46.6768559
724,02713000,-23.5060219,-46.6864085
725,02701000,-23.5084661,-46.6897422
726,02750000,-23.4917339,-46.6853692
727,02855000,-23.4558273,-46.7004597
728,02840000,-23.4840294,-46.689647
729,02874000,-23.4557246,-46.6760641
730,02866000,-23.4661877,-46.6825578
731,02801000,-23.4906673,-46.6973059
732,02842000,-28.3078857,-54.2614877
733,02879000,-23.4505302,-46.6995697
734,02848000,-13.1289375,-42.2925613
735,02809000,-17.8684488,-41.5036817
736,02814000,-21.113972,-48.9695935
737,02878000,-23.4508119,-46.6876586
738,02871000,-23.4634899,-46.6770954
739,02881000,-23.4662997,-46.6753037
740,02815000,-23.4449508,-46.7141212
741,02859000,-23.4419945,-46.7095247
742,02820000,-23.4493251,-46.7168317
743,02861000,-23.4709152,-46.67242
744,02811000,-23.4721307,-46.7021493
745,02882000,-23.4734464,-46.6678586
746,02804000,-23.4842064,-46.7000826
747,02865000,-23.4749768,-46.6756941
748,02835000,-23.4733173,-46.6981194
749,02837000,-23.4628843,-46.7013467
750,02839000,-22.8902591,-43.5856505
751,02850000,-23.4636855,-46.6835931
752,02831000,-23.4801408,-46.691553
753,02812000,-23.4607805,-46.7125581
754,02813000,-23.4525014,-46.7122431
755,02873000,-25.3762181,-49.2308052
756,02863000,-23.4736853,-46.6762425
757,02849000,-23.4646164,-46.6855932
758,02860000,-23.4682341,-46.6774039
759,02846000,-23.4621695,-46.701047
760,02877000,-23.4508107,-46.6822627
761,02856000,-23.4546576,-46.694465
762,02816000,-23.4615353,-46.7083582
763,02845000,-23.4716633,-46.6907295
764,02867000,-23.471233,-46.6835606
765,02810000,-23.4906673,-46.6973059
766,02802000,-23.4895882,-46.6948564
767,02817000,-22.8874795,-43.3832086
768,02806000,-23.4683556,-46.6973671
769,02862000,-23.47349,-46.678592
770,02870000,-19.8394322,-43.9702004
771,02805000,-23.4829246,-46.7004219
772,02880000,-23.4663143,-46.6736604
773,02864000,-23.4731787,-46.6808004
774,02875000,-22.9077906,-43.6666738
775,02851000,-19.8771705,-44.0085993
776,02872000,-23.4616704,-46.6733216
777,02853000,-23.4580126,-46.6950006
778,02844000,-23.4737649,-46.6885089
779,02803000,-5.0716468,-42.7461807
780,02854000,-23.4576314,-46.6973883
781,02808000,-23.4695657,-46.7011072
782,02807000,-23.474189,-46.700979
783,02858000,-23.4459446,-46.7035555
784,02832000,-23.4793531,-46.6954402
785,02836000,-23.4713618,-46.6970062
786,02857000,-23.4682341,-46.6774039
787,02833000,-22.9159262,-43.2239005
788,02876000,-23.4485604,-46.6913393
789,02992000,-23.4501254,-46.7254584
790,02960000,-3.7478037,-38.5194445
791,02976000,-23.4818698,-46.7173657
792,02987000,-23.4301401,-46.7131685
793,02995000,-23.4357125,-46.7414323
794,02996000,-23.4460006,-46.7399611
795,02921000,-23.4890919,-46.7238061
796,02917000,-19.8992024,-43.9806359
797,02969000,-23.4857106,-46.7148864
798,02935000,-23.4894203,-46.7152968
799,02991000,-23.4408041,-46.7323899
800,02951000,-23.4756596,-46.7225901
801,02914000,-19.8113102,-43.968577
802,02989000,-23.4310772,-46.7234816
803,02945000,-23.4821878,-46.7266841
804,02998000,-23.4436537,-46.7218206
805,02957000,-23.4682538,-46.7221194
806,02920000,-23.489887,-46.7186348
807,02936000,-23.487832,-46.718607
808,02977000,-23.475621099999998,-46.71516371915365
809,02932000,-23.4878121,-46.714344
810,02910000,-19.8302186,-43.9451641
811,02919000,-23.4944631,-46.7157179
812,02962000,-23.4862891,-46.7028288
813,02975000,-23.4783002,-46.7132805
814,02929000,-23.4947655,-46.7075151
815,02965000,-22.9823329,-43.6864606
816,02927000,-23.4980804,-46.7010126
817,02918000,-23.4966781,-46.714008
818,02942000,-23.4746616,-46.7249543
819,02984000,-23.4505056,-46.7204493
820,02964000,-23.4869677,-46.7062846
821,02913000,-23.5058541,-46.710851
822,02937000,-22.8876858,-43.5935462
823,02950000,-23.4821374,-46.7184645
824,02966000,-23.4723705,-46.708838
825,02912000,-23.5043382,-46.7073285
826,02930000,-23.5554944,-46.7928603
827,02968000,-23.4814012,-46.7083801
828,02961000,-23.4893258,-46.7005413
829,02983000,-23.454327,-46.7181078
830,02990000,-23.4310878,-46.7254516
831,02967000,-23.4815374,-46.7083007
832,02941000,-23.4809947,-46.7184893
833,02926000,-23.4992514,-46.6992236
834,02993000,-23.4518761,-46.7305974
835,02939000,-23.4872196,-46.7269244
836,02928000,-23.4947476,-46.704012
837,02915000,-23.4916588,-46.7152686
838,02943000,-23.4746192,-46.7274633
839,02933000,-23.4913833,-46.7134354
840,02940000,-23.4797302,-46.7259908
841,02931000,-26.4984574,-49.0548737
842,02972000,-23.4829289,-46.7101738
843,02925000,-13.4859861,-39.0472643
844,02934000,-19.9473135,-43.9297334
845,02956000,-23.4658161,-46.7205037
846,02963000,-23.4865988,-46.6997641
847,02985000,-23.4458212,-46.7194331
848,02938000,-23.4848533,-46.7232288
849,02944000,-23.4745398,-46.7253196
850,02916000,-23.4916588,-46.7152686
851,02924000,-23.499991,-46.70641
852,02959000,-3.8745426,-42.241695
853,02979000,-23.4771532,-46.7087844
854,02997000,-23.4296529,-46.7095307
855,02994000,-23.4563022,-46.7344282
856,02970000,-23.4852297,-46.7157917
857,02955000,-23.4698438,-46.7200148
858,02971000,-23.4823066,-46.7116246
859,02981000,-19.8322391,-43.8942288
860,02988000,-23.423113,-46.7218702
861,03088000,-23.5264553,-46.5618948
862,03012000,-23.5397134,-46.6167714
863,03080000,-22.8369473,-43.3445102
864,03084000,-23.5332421,-46.5699701
865,03060000,-9.9022145,-63.046267
866,03025000,-14.7947669,-39.2762076
867,03023000,-19.9955923,-43.970794
868,03021000,-19.9013191,-43.966117
869,03018000,-23.538579,-46.6067824
870,03090000,-23.5266892,-46.5554173
871,03043000,-23.5526681,-46.6119808
872,03029000,-23.530618,-46.6174056
873,03071000,-23.5337778,-46.5604873
874,03064000,-23.5400937,-46.6117052
875,03057000,-19.9241273,-43.9717273
876,03053000,-23.553193,-46.5999345
877,03089000,-23.3352616,-46.830892
878,03015000,-23.5400937,-46.6117052
879,03066000,-8.1179589,-34.9172122
880,03009000,-23.5354752,-46.6176826
881,03065000,-5.8338194,-35.2466557
882,03077000,-23.530356,-46.5785554
883,03041000,-23.5489714,-46.6210138
884,03020000,-23.536028,-46.6024388
885,03062000,-19.9392933,-43.9189106
886,03063000,-23.5400937,-46.6117052
887,03052000,-23.5414397,-46.6099047
888,03061000,-23.5410352,-46.5850246
889,03034000,-3.7270648,-38.5777114
890,03022000,-23.5262717,-46.6062719
891,03058000,-23.5382981,-46.5913452
892,03087000,-22.944305999999997,-43.34754844837569
893,03073000,-23.5328471,-46.557426
894,03003000,-29.7334491,-52.4303366
895,03024000,-16.3539489,-46.8926481
896,03004000,-23.5438794,-46.6212331
897,03030000,-9.5256113,-35.6087668
898,03045000,-23.5447101,-46.605292
899,03069000,-23.5368255,-46.565474
900,03001000,-23.5463699,-46.6224885
901,03047000,-27.0790307,-52.6229238
902,03035000,-10.2482932,-63.3026832
903,03067000,-22.9844331,-43.1985932
904,03019000,-23.5257045,-46.6079174
905,03040000,-23.5507899,-46.6221584
906,03027000,-19.8292699,-43.9785643
907,03011000,-23.5346819,-46.6172513
908,03050000,-23.5450843,-46.6124326
909,03085000,-25.366893,-49.1801391
910,03008000,-23.5378004,-46.6222849
911,03042000,-25.8305332,-48.5518643
912,03016000,-30.0994862,-51.0708881
913,03013000,-26.2842138,-48.8419571
914,03070000,-23.5383719,-46.5688888
915,03002000,-23.5463699,-46.6224885
916,03031000,-23.5290108,-46.6195822
917,03051000,-20.4993344,-54.6234038
918,03068000,-23.5415734,-46.5656739
919,03072000,-23.5349303,-46.5592515
920,03010000,-19.0173928,-57.6109001
921,03014000,-23.5400937,-46.6117052
922,03028000,-23.5296182,-46.6146005
923,03054000,-19.9151119,-43.9744309
924,03033000,-5.0581678,-42.8359991
925,03055000,-28.2577019,-54.6174182
926,03005000,-23.5429489,-46.6250392
927,03017000,-23.553193,-46.5999345
928,03032000,-23.5339598,-46.6220335
929,03026000,-22.9221611,-43.2437355
930,03007000,-23.5415658,-46.6279215
931,03076000,-23.5831348,-46.5746732
932,03044000,-23.5447101,-46.605292
933,03036000,-22.9955937,-51.1910567
934,03074000,-23.5276506,-46.5797177
935,03165000,-23.5594473,-46.5881534
936,03166000,-19.8943758,-43.9424969
937,03174000,-22.7142018,-47.3565655
938,03161000,-23.5815551,-46.5634006
939,03114000,-23.5561136,-46.6002603
940,03105000,-23.5575713,-46.6177702
941,03183000,-15.6326155,-56.0788558
942,03134000,-23.5887451,-46.5838048
943,03156000,-23.5829333,-46.5496018
944,03133000,-23.5887451,-46.5838048
945,03116000,-23.5709296,-46.5812497
946,03164000,-23.5504196,-46.611151
947,03152000,-21.4183982,-42.8186617
948,03153000,-23.5873039,-46.5908261
949,03122000,-23.5685102,-46.5892174
950,03149000,-23.5561136,-46.6002603
951,03176000,-19.9302388,-43.9757789
952,03127000,-23.5789452,-46.5868568
953,03120000,-23.5632603,-46.6019957
954,03188000,-19.9478796,-43.9723404
955,03118000,-23.5585413,-46.5983096
956,03119000,41.5425484,-8.435367
957,03147000,41.5496959,-8.448686
958,03138000,-23.5851609,-46.580786
959,03195000,-23.5709296,-46.5812497
960,03126000,-23.5812255,-46.5856971
961,03103000,-23.5594473,-46.5881534
962,03180000,-23.5555427,-46.5845475
963,03102000,-23.5517292,-46.6234529
964,03101000,-23.5517292,-46.6234529
965,03178000,-23.5509195,-46.5834547
966,03143000,-23.5897941,-46.5766382
967,03104000,-23.5594473,-46.5881534
968,03117000,-23.5709296,-46.5812497
969,03154000,-23.5841845,-46.5765073
970,03109000,-34.4463913,-58.6767763
971,03144000,-22.6908144,-43.6129881
972,03142000,-23.5896944,-46.5765063
973,03155000,-23.5841845,-46.5765073
974,03107000,-23.5879837,-46.5949789
975,03160000,-23.5808419,-46.5650636
976,03227000,-23.5906959,-46.5672266
977,03280000,-23.5843195,-46.5365467
978,03275000,-23.5806373,-46.5499447
979,03257000,-23.6101087,-46.5323092
980,03250000,-23.6036765,-46.5310067
981,03222000,-23.5826135,-46.562878
982,03282000,-23.5829333,-46.5496018
983,03201000,-23.5972165,-46.5734346
984,03284000,-23.586998,-46.538177
985,03205000,-23.6038569,-46.5665954
986,03268000,-7.7052171,-34.836168
987,03236000,-23.5949618,-46.5555337
988,03283000,-23.5897439,-46.5386418
989,03288000,-23.5914388,-46.5331751
990,03276000,-23.5840368,-46.551532
991,03279000,-23.5861092,-46.5426577
992,03251000,-22.8887526,-43.2874722
993,03221000,-23.5840037,-46.5579578
994,03210000,-23.5985357,-46.5530084
995,03220000,-23.5840037,-46.5579578
996,03239000,-23.5952486,-46.5476509
997,03238000,-23.591668,-46.5492011
998,03225000,-21.40312,-48.4946984
999,03295000,-23.5841845,-46.5765073
1000,03262000,-23.5877918,-46.550379
1001,03269000,-23.5969266,-46.5252856
1002,03281000,-23.5829333,-46.5496018
1003,03202000,-23.6030682,-46.5705029
1004,03211000,-23.5989644,-46.5510598
1005,03265000,-19.964052,-43.9967557
1006,03289000,-23.5948647,-46.5290736
1007,03260000,-23.692767,-46.5850618
1008,03208000,-18.952431,-48.3505672
1009,03264000,-23.5892637,-46.5441369
1010,03261000,-23.5886109,-46.5531224
1011,03203000,-23.5988939,-46.5670692
1012,03213000,-23.6061391,-46.5626968
1013,03215000,-22.9127972,-43.2259862
1014,03254000,-23.604719,-46.528151
1015,03255000,-23.5993903,-46.524839
1016,03237000,-23.5911554,-46.5525345
1017,03241000,-23.6006808,-46.547074
1018,03214000,-23.609487,-46.5580122
1019,03249000,-23.6003314,-46.5346804
1020,03224000,-23.5928933,-46.5598116
1021,03256000,-23.6096573,-46.5282155
1022,03286000,-19.9196322,-43.9525353
1023,03278000,-23.5796254,-46.5483476
1024,03267000,-23.6022724,-46.5279088
1025,03277000,-23.5825923,-46.545127
1026,03245000,-23.602483,-46.5377584
1027,03243000,-23.5978228,-46.5416579
1028,03206000,-23.6009088,-46.5643763
1029,03204000,-23.5946572,-46.5581451
1030,03266000,-23.596189,-46.5392093
1031,03209000,-23.6047369,-46.5642156
1032,03223000,-23.6043989,-46.6201501
1033,03242000,-23.5971747,-46.5442508
1034,03244000,-23.6024412,-46.5411309
1035,03253000,-23.6066655,-46.5312745
1036,03287000,-19.96566,-44.0281767
1037,03271000,-22.9160606,-43.5492635
1038,03216000,-23.6087188,-46.5551218
1039,03272000,-22.426267,-45.4432243
1040,03212000,-22.8900592,-43.5886082
1041,03240000,-22.9663891,-43.3925628
1042,03252000,-23.6100185,-46.5411755
1043,03259000,-23.6032157,-46.5237149
1044,03258000,-23.6100457,-46.525262
1045,03207000,-23.5975104,-46.5594709
1046,03350000,-23.56572,-46.56542
1047,03318000,-23.5451103,-46.5690758
1048,03343000,-23.5593909,-46.570576
1049,03375000,-23.5754999,-46.5478151
1050,03345000,-23.6126138,-46.4882385
1051,03355000,-19.9135412,-44.0004769
1052,03314000,-23.5415734,-46.5656739
1053,03322000,-23.5466475,-46.5513864
1054,03313000,-23.5416065,-46.559246
1055,03311000,-23.6109242,-51.4056156
1056,03351000,-23.5729647,-46.5629454
1057,03309000,-23.1615796,-45.9405648
1058,03312000,-12.9287798,-38.5191157
1059,03344000,-2.5597082,-44.2646109
1060,03382000,-23.5811498,-46.5341672
1061,03388000,-23.5898748,-46.5311622
1062,03310000,-22.9711557,-47.1243793
1063,03316000,-23.5439623,-46.5715255
1064,03362000,-22.9622461,-43.3533141
1065,03374000,-23.6126138,-46.4882385
1066,03363000,-23.5628927,-46.542467
1067,03317000,-23.5443338,-46.5705621
1068,03386000,-23.5911873,-46.4973583
1069,03323000,-10.9165358,-37.66921452812912
1070,03347000,-20.4763332,-54.542039
1071,03335000,-22.8437535,-43.3269413
1072,03332000,-19.9061307,-43.8960879
1073,03319000,-16.5095756,-44.0826801
1074,03383000,-23.5825476,-46.5331788
1075,03385000,-23.5827765,-46.5254541
1076,03325000,-19.9336802,-43.9221987
1077,03336000,-23.553032,-46.5639742
1078,03330000,-23.5437683,-46.586668
1079,03304000,-2.5572388,-44.2185224
1080,03360000,-19.9167449,-44.0012929
1081,03333000,-23.5538315,-46.5774135
1082,03308000,-23.5404269,-46.5711995
1083,03346000,-23.5600841,-46.5724583
1084,03337000,-23.5572333,-46.5590514
1085,03315000,-23.5432464,-46.5737417
1086,03376000,-23.5777263,-46.5398293
1087,03366000,-23.5647394,-46.5359054
1088,03359000,-23.5705093,-46.5499118
1089,03303000,-23.5451914,-46.5898633
1090,03348000,-23.5659612,-46.5614981
1091,03384000,-23.5793815,-46.520096
1092,03356000,-23.5672455,-46.5436703
1093,03361000,-22.906751800000002,-43.694271156466236
1094,03371000,-23.5710681,-46.5496874
1095,03334000,-30.0340584,-52.9065697
1096,03372000,-23.5671822,-46.5563412
1097,03387000,-23.5867126,-46.5321011
1098,03379000,-23.5776552,-46.536722
1099,03320000,-23.5471613,-46.5685972
1100,03331000,-23.5437683,-46.586668
1101,03377000,-23.5743915,-46.5413337
1102,03378000,-23.5703858,-46.543412
1103,03342000,-22.22224,-51.3033931
1104,03340000,-23.574888,-46.5416663
1105,03358000,-3.0401813,-60.0041344
1106,03321000,-23.5462168,-46.558303
1107,03390000,-23.594595,-46.5259188
1108,03357000,-23.5647775,-46.5585999
1109,03349000,-23.56419,-46.5606279
1110,03380000,-23.5755254,-46.5313956
1111,03365000,-8.0454241,-34.8787706
1112,03370000,-23.565697,-46.5585364
1113,03306000,-23.0979248,-46.7189486
1114,03305000,-25.3536636,-49.1676669
1115,03364000,-23.5643801,-46.5369111
1116,03367000,-23.5696804,-46.5356888
1117,03381000,-23.5789827,-46.5353031
1118,03373000,-23.574897,-46.5517397
1119,03389000,-23.5892953,-46.5276757
1120,03302000,-23.5517292,-46.6234529
1121,03338000,-23.5613424,-46.5629752
1122,03301000,-23.5440348,-46.5825375
1123,03423000,-19.8895762,-44.0136897
1124,03416000,-23.3284321,-46.7013882
1125,03405000,-23.540862,-46.55832
1126,03475000,-23.5712819,-46.5160385
1127,03448000,-23.5528946,-46.5216024
1128,03421000,-22.8503945,-43.269457
1129,03442000,-23.5450733,-46.5378733
1130,03412000,-23.5549048,-46.5494304
1131,03477000,-23.5665461,-46.5130933
1132,03454000,-23.564528,-46.5126686
1133,03445000,-19.9131028,-44.0043247
1134,03460000,-7.6286057,-72.6705587
1135,03414000,-23.561143649999998,-46.551526266523666
1136,03446000,-23.5501553,-46.5307397
1137,03476000,-23.5682864,-46.5097001
1138,03425000,-23.5506205,-46.5382894
1139,03428000,-23.5538903,-46.5387766
1140,03451000,-23.5609356,-46.5189179
1141,03426000,-23.5515607,-46.538792
1142,03436000,-23.5582311,-46.5303934
1143,03437000,-23.560957,-46.5307938
1144,03422000,-23.5628695,-46.5427023
1145,03406000,-23.5407899,-46.5424351
1146,03452000,-23.5841727,-46.4921351
1147,03479000,-29.6759914,-51.466828
1148,03401000,-23.3352616,-46.830892
1149,03449000,-23.5588835,-46.5213113
1150,03435000,-3.7478037,-38.5194445
1151,03463000,-23.5727067,-46.5279507
1152,03455000,-23.5671279,-46.5107864
1153,03404000,-8.1243061,-34.9451622
1154,03410000,-5.702335,-35.3121708
1155,03472000,-23.5721043,-46.5211364
1156,03447000,-23.552895,-46.5248352
1157,03490000,-23.565543,-46.5077557
1158,03478000,-22.9376367,-43.6936853
1159,03456000,-23.5687376,-46.5080948
1160,03474000,-23.5660072,-46.5131212
1161,03430000,-23.5495258,-46.5381556
1162,03429000,-23.5497712,-46.5454118
1163,03461000,-23.0170963,-45.5437367
1164,03408000,-15.7939827,-43.3061368
1165,03438000,-8.7783394,-63.8123694
1166,03415000,-19.9764539,-44.0459997
1167,03417000,-23.5443338,-46.5705621
1168,03407000,38.706712,-9.2106703
1169,03441000,-22.9057157,-43.5397276
1170,03403000,-23.5445734,-46.5458058
1171,03411000,-23.5517816,-46.5487369
1172,03420000,-23.5460446,-46.5434415
1173,03453000,-23.5841727,-46.4921351
1174,03433000,-23.0445467,-45.5447867
1175,03443000,-23.5414396,-46.5352205
1176,03462000,-23.5737539,-46.5278617
1177,03427000,-23.5533997,-46.5359827
1178,03402000,-23.5445734,-46.5458058
1179,03431000,-23.5479028,-46.5444124
1180,03413000,40.9172203,-8.5088257
1181,03471000,-23.5660474,-46.5174276
1182,03450000,-23.5422013,-46.4582661
1183,03432000,-22.918945,-43.5662474
1184,03424000,-23.5507422,-46.5408755
1185,03434000,-23.5585907,-46.5331242
1186,03409000,-23.548998,-46.5506526
1187,03444000,-23.5410641,-46.5416043
1188,03572000,-23.5728167,-46.4987585
1189,03535000,-23.5463674,-46.5048902
1190,03564000,-23.536848,-46.495024
1191,03581000,-23.5528101,-46.4975529
1192,03570000,-23.561252,-46.482925
1193,03518000,-23.5427494,-46.524409
1194,03547000,-22.073642,-48.7459356
1195,03577000,-23.550741,-46.5024488
1196,03527000,-23.565543,-46.5077557
1197,03578000,-23.5589346,-46.5091557
1198,03573000,-23.5590615,-46.509403
1199,03548000,-23.5400808,-46.5115258
1200,03583000,-23.5541243,-46.4936028
1201,03504000,-23.5362241,-46.5398327
1202,03552000,-23.5362443,-46.5020831
1203,03589000,-23.5537452,-46.491195
1204,03590000,-23.5429542,-46.4815171
1205,03508000,-23.5350314,-46.5319645
1206,03579000,-23.5646396,-46.4945966
1207,03551000,-22.6715942,-45.0249285
1208,03502000,-23.5353708,-46.5409098
1209,03568000,-23.5493247,-46.7911819
1210,03560000,-23.5474685,-46.4980699
1211,03556000,-23.5414229,-46.499966
1212,03591000,-23.5505591,-46.4811272
1213,03524000,-23.5465647,-46.513254
1214,03534000,-23.5430641,-46.5147329
1215,03562000,-23.5434456,-46.4964594
1216,03586000,-23.5553647,-46.4789565
1217,03563000,-23.5432126,-46.4939422
1218,03526000,-23.5422013,-46.4582661
1219,03530000,-23.5384501,-46.5214334
1220,03503000,-23.5398502,-46.5412851
1221,03584000,-23.5572794,-46.4916314
1222,03541000,-16.3027002,-48.9620962
1223,03585000,-23.563713,-46.4903285
1224,03532000,-23.5418233,-46.5127216
1225,03554000,-20.344639549999997,-40.32074590155946
1226,03567000,-23.5393258,-46.4892326
1227,03553000,-23.533737,-46.5056726
1228,03587000,-23.5538833,-46.4911198
1229,03507000,-23.5364996,-46.53573
1230,03505000,-2.9944032,-47.3563716
1231,03542000,-23.2846437,-51.7750039
1232,03512000,-23.5379189,-46.5255663
1233,03531000,-19.9273061,-43.929235
1234,03516000,-23.5393788,-46.5255478
1235,03521000,-23.5472409,-46.5158893
1236,03561000,-23.5460993,-46.4956252
1237,03543000,-19.8721244,-43.9879544
1238,03509000,-23.5365656,-46.527002
1239,03540000,-23.5396234,-46.4961972
1240,03514000,-23.532242,-46.5289404
1241,03517000,-23.5452516,-46.5269172
1242,03582000,-23.5535274,-46.4960242
1243,03566000,-22.810659,-43.180317
1244,03515000,-23.5389153,-46.5318026
1245,03533000,-23.5452082,-46.5151341
1246,03510000,-5.5401998,-35.8136588
1247,03565000,-23.5382752,-46.4968114
1248,03520000,-23.5438353,-46.5205114
1249,03550000,-20.3377666,-40.3949217
1250,03523000,-23.5460913,-46.512963
1251,03555000,-23.5402016,-46.4966687
1252,03557000,-23.5423725,-46.5062283
1253,03544000,-23.5342718,-46.5168501
1254,03580000,-23.5498927,-46.5043069
1255,03588000,-22.9029865,-43.5727661
1256,03558000,-23.5439361,-46.5039884
1257,03511000,-23.5357581,-46.5238374
1258,03575000,-23.5533111,-46.509503
1259,03571000,-23.5793897,-46.4876021
1260,03576000,-23.5511028,-46.5059337
1261,03545000,-22.816149,-43.1942765
1262,03525000,-25.5456396,-49.2685409
1263,03569000,-23.5428328,-46.4899321
1264,03546000,-23.5349379,-46.5096523
1265,03559000,-23.5429587,-46.4979827
1266,03574000,0.0822057,-51.0774001
1267,03506000,-23.5335725,-46.536975
1268,03522000,-23.5475218,-46.5177427
1269,03501000,-23.5321938,-46.5304625
1270,03519000,-23.547609,-46.525896
1271,03645000,-23.5267919,-46.5304881
1272,03665000,-23.527855,-46.496597
1273,03685000,-23.5247383,-46.4778483
1274,03642000,-21.676437,-51.0779606
1275,03678000,-23.5228101,-46.4923311
1276,03675000,-23.518677,-46.4963853
1277,03636000,-23.0112662,-45.5494277
1278,03616000,-23.5160583,-46.5269647
1279,03669000,-23.535248,-46.4925009
1280,03692000,-23.5318588,-46.4856971
1281,03613000,-23.5191825,-46.5339243
1282,03694000,-23.5119395,-46.4770032
1283,03663000,-23.5238141,-46.4993253
1284,03644000,-23.5584612,-46.2253535
1285,03683000,-23.52473,-46.486281
1286,03647000,-23.5309735,-46.5275529
1287,03603000,-23.5232872,-46.5505101
1288,03668000,-23.5308498,-46.4916689
1289,03674000,-23.5166349,-46.499391
1290,03625000,-23.5146202,-46.5103459
1291,03623000,-22.8224632,-43.2942747
1292,03641000,-23.5276517,-46.5363754
1293,03624000,-23.510364,-46.409832
1294,03679000,-22.8765443,-43.592223
1295,03654000,-23.5284991,-46.5159859
1296,03617000,-23.5221183,-46.5264273
1297,03630000,-19.9312239,-43.9748242
1298,03691000,-7.9362122,-34.891687
1299,03660000,-23.5219798,-46.5093721
1300,03632000,-23.52919,-46.5531308
1301,03646000,-23.5306721,-46.5287886
1302,03658000,-23.5337936,-46.4928163
1303,03680000,-23.5174434,-46.4850499
1304,03639000,-23.527357,-46.5404221
1305,03605000,-23.5205535,-46.5489595
1306,03677000,-23.5162995,-46.4962264
1307,03621000,-23.5224765,-46.5220142
1308,03620000,-23.4914165,-46.4462236
1309,03631000,-22.8309823,-43.3480966
1310,03693000,-23.5311432,-46.4808092
1311,03670000,-23.5141306,-46.5024622
1312,03661000,-20.346496,-40.4017786
1313,03643000,-23.5241908,-46.5334841
1314,03651000,-17.8621718,-41.5163171
1315,03673000,-23.5142364,-46.5043801
1316,03681000,-23.5253755,-46.4908051
1317,03618000,-23.5174219,-46.5208373
1318,03648000,-23.53,-46.5277665
1319,03638000,-23.5288823,-46.5367672
1320,03662000,-23.5243398,-46.498403
1321,03634000,-23.5252612,-46.5484418
1322,03609000,-23.5171791,-46.5446801
1323,03626000,-23.5147325,-46.5076838
1324,03627000,-23.5115604,-46.5058579
1325,03690000,-23.5313744,-46.4818108
1326,03666000,-23.0039255,-43.6381055
1327,03659000,-23.5207122,-46.5135456
1328,03671000,-23.5175824,-46.5037094
1329,03637000,-19.9629801,-44.0337379
1330,03615000,-23.5149334,-46.5302593
1331,03667000,-23.5315633,-46.4963273
1332,03612000,-23.5129894,-46.5368119
1333,03650000,-23.524897,-46.5205748
1334,03688000,-19.9360534,-44.0002074
1335,03649000,-23.5302804,-46.5248844
1336,03682000,-23.5192999,-46.4808645
1337,03689000,-6.4031194,-38.9525053
1338,03633000,-23.533054,-46.5456028
1339,03622000,-23.5223358,-46.5203548
1340,03652000,-23.0112662,-45.5494277
1341,03611000,-23.5191151,-46.5380392
1342,03619000,-23.4914165,-46.4462236
1343,03614000,-23.513148,-46.5317103
1344,03664000,-23.526521,-46.4984307
1345,03635000,-23.0112662,-45.5494277
1346,03607000,-23.5214312,-46.5465786
1347,03640000,-23.5301032,-46.5386988
1348,03606000,-23.5231117,-46.5476715
1349,03676000,-23.5174932,-46.4918359
1350,03602000,-23.5277167,-46.5519322
1351,03657000,-23.5290084,-46.5013636
1352,03610000,-19.8821017,-43.9457302
1353,03672000,-5.1502008,-36.5716205
1354,03687000,-7.1814081,-39.3315871
1355,03608000,-23.5179941,-46.542211
1356,03655000,-23.525298,-46.5146625
1357,03656000,-22.8870933,-43.3623055
1358,03604000,-23.5248792,-46.5517343
1359,03653000,-23.0112662,-45.5494277
1360,03601000,-23.5138823,-46.5233235
1361,03732000,-23.5098559,-46.5331627
1362,03757000,-23.508928,-46.4981499
1363,03704000,-23.5276506,-46.5797177
1364,03736000,-12.8529348,-38.4552496
1365,03707000,-22.9163579,-43.6591382
1366,03731000,-23.508633,-46.5344235
1367,03729000,-23.5032825,-46.5034658
1368,03734000,-21.1393223,-47.8097428
1369,03716000,-23.5062186,-46.5341289
1370,03758000,-23.5045616,-46.5061958
1371,03733000,-22.7560202,-50.5755454
1372,03730000,-22.9309792,-43.6387801
1373,03756000,-23.5057576,-46.5018171
1374,03737000,-23.5081912,-46.5130617
1375,03718000,-23.4985335,-46.5318284
1376,03712000,-23.5054782,-46.521816
1377,03717000,-23.4922412,-46.4527508
1378,03713000,-19.9469583,-43.9830767
1379,03720000,-23.5024353,-46.5323029
1380,03727000,-27.222126,-49.6482461
1381,03759000,-22.9170552,-47.0802483
1382,03735000,-23.5090688,-46.518947
1383,03721000,-23.5047621,-46.5261621
1384,03726000,-23.4963252,-46.5117151
1385,03715000,-19.9188714,-43.9963489
1386,03728000,-23.5094058,-46.5071609
